,ID,AGE,GENDER,RACE,DRIVING_EXPERIENCE,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,ANNUAL_MILEAGE,VEHICLE_TYPE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,OUTCOME,RISK_RATING,NEW_RISK,SUPER_RISK,VEHICLE_RELATIONSHIP_2015,CAUTION_FLAG
2923,446423,40-64,female,majority,20-29y,none,middle class,0.487133471,1,before 2015,0,1,10238,13000.0,sedan,0,0,0,0,1,0,0,before,green
2924,614581,26-39,male,majority,10-19y,university,middle class,0.579433534,1,before 2015,0,1,10238,11000.0,sedan,2,0,2,1,1,4,4,before,amber
2925,72018,65+,female,majority,0-9y,university,upper class,0.526060779,1,before 2015,1,1,10238,8000.0,sedan,0,0,0,1,1,0,0,before,green
2926,887907,40-64,female,majority,20-29y,university,middle class,0.691928722,1,before 2015,0,1,10238,14000.0,sedan,0,0,1,0,1,0,0,before,amber
2927,186769,16-25,female,majority,0-9y,high school,poverty,0.355637235,0,before 2015,0,1,10238,,sedan,0,0,0,1,1,0,0,before,green
2928,801513,16-25,male,majority,0-9y,university,working class,0.543586814,1,before 2015,0,0,10238,16000.0,sedan,0,0,0,1,1,0,0,before,green
2929,773539,26-39,female,minority,10-19y,high school,upper class,0.486914397,1,before 2015,1,0,32765,11000.0,sedan,2,0,0,1,1,4,4,before,green
2930,342837,40-64,female,minority,20-29y,high school,upper class,0.806295737,1,after 2015,1,1,10238,11000.0,sedan,2,0,0,0,1,4,4,after,green
2931,76364,16-25,female,majority,0-9y,university,working class,0.605389969,1,before 2015,0,0,10238,15000.0,sedan,0,0,0,0,1,0,0,before,green
2932,581821,65+,female,majority,20-29y,university,upper class,0.654721892,0,after 2015,1,1,10238,,sedan,0,0,0,0,1,0,0,after,green
2933,750304,40-64,female,majority,0-9y,high school,middle class,0.652976525,1,before 2015,0,1,32765,15000.0,sedan,0,0,0,0,1,0,0,before,green
2934,867562,40-64,female,majority,20-29y,university,upper class,,1,after 2015,1,1,10238,15000.0,sedan,0,0,1,0,1,0,0,after,amber
2935,502443,65+,female,minority,10-19y,high school,middle class,0.435357113,1,before 2015,1,1,10238,9000.0,sedan,0,0,0,0,1,0,0,before,green
2936,314241,16-25,male,majority,0-9y,university,poverty,0.409307606,1,before 2015,0,0,10238,12000.0,sedan,0,0,0,1,1,0,0,before,green
2937,843780,65+,female,majority,20-29y,high school,middle class,,1,before 2015,0,1,10238,12000.0,sedan,2,1,2,0,1,4,4,before,amber
2938,949220,40-64,female,minority,10-19y,university,upper class,0.691968396,1,before 2015,0,1,92101,10000.0,sedan,1,1,0,0,1,2,2,before,green
2939,418920,26-39,female,majority,0-9y,university,upper class,0.679379838,1,before 2015,1,1,10238,11000.0,sedan,0,0,0,0,1,0,0,before,green
2940,294679,40-64,male,majority,20-29y,high school,upper class,0.583226291,1,before 2015,1,1,10238,11000.0,sedan,5,0,2,0,1,10,10,before,amber
2941,588241,40-64,male,majority,10-19y,university,upper class,0.742475987,1,after 2015,1,1,10238,12000.0,sedan,0,0,2,0,1,0,0,after,amber
2942,342418,26-39,female,majority,10-19y,university,middle class,0.65150061,0,before 2015,0,1,10238,11000.0,sedan,1,0,0,0,1,2,2,before,green
2943,327940,26-39,female,minority,10-19y,high school,upper class,0.739095132,1,after 2015,1,1,10238,11000.0,sports car,0,0,0,0,2,0,0,after,green
2944,937879,16-25,female,majority,0-9y,high school,poverty,0.471987098,0,before 2015,0,1,32765,14000.0,sedan,0,0,0,1,1,0,0,before,green
2945,937766,16-25,female,majority,0-9y,high school,poverty,0.312329419,0,before 2015,0,1,21217,9000.0,sedan,0,0,0,1,1,0,0,before,green
2946,709224,26-39,female,majority,10-19y,none,middle class,0.627091288,1,after 2015,0,1,32765,9000.0,sports car,1,0,0,0,2,4,4,after,green
2947,8618,26-39,female,minority,10-19y,university,upper class,0.70487148,1,after 2015,0,0,32765,8000.0,sedan,1,0,0,0,1,2,2,after,green
2948,829698,26-39,male,majority,10-19y,high school,middle class,0.364895289,1,before 2015,1,1,32765,9000.0,sedan,5,1,1,1,1,10,10,before,amber
2949,583432,65+,male,minority,30y+,university,upper class,0.680339305,1,after 2015,1,1,10238,11000.0,sedan,7,1,3,0,1,14,14,after,red
2950,658150,26-39,male,majority,10-19y,none,poverty,0.335171089,0,after 2015,0,1,10238,13000.0,sedan,2,0,1,0,1,4,4,after,amber
2951,25959,40-64,male,majority,0-9y,university,upper class,0.593342529,1,before 2015,1,1,10238,11000.0,sports car,0,0,0,1,2,0,0,before,green
2952,849780,40-64,male,majority,0-9y,university,upper class,0.56333847,1,before 2015,1,0,10238,10000.0,sedan,0,0,0,1,1,0,0,before,green
2953,807008,26-39,male,majority,10-19y,high school,poverty,0.303744239,1,before 2015,0,0,10238,,sedan,0,0,0,1,1,0,0,before,green
2954,240683,26-39,female,majority,10-19y,university,middle class,0.537593173,1,after 2015,0,1,10238,12000.0,sedan,2,0,0,0,1,4,4,after,green
2955,88282,26-39,female,majority,10-19y,high school,poverty,0.127417717,0,before 2015,0,0,92101,13000.0,sedan,3,0,4,0,1,6,6,before,red
2956,880213,26-39,female,majority,10-19y,none,middle class,0.512796699,1,before 2015,0,1,10238,11000.0,sedan,0,0,0,0,1,0,0,before,green
2957,552010,65+,male,majority,20-29y,university,upper class,0.694265214,1,after 2015,1,1,92101,11000.0,sedan,3,0,1,0,1,6,6,after,amber
2958,55969,26-39,female,majority,0-9y,high school,poverty,0.341102343,0,before 2015,0,1,10238,13000.0,sedan,0,0,0,1,1,0,0,before,green
2959,694933,26-39,female,majority,10-19y,none,poverty,0.391278986,0,before 2015,1,1,10238,9000.0,sedan,0,0,1,0,1,0,0,before,amber
2960,175995,16-25,female,majority,0-9y,none,working class,,0,before 2015,0,0,10238,14000.0,sedan,0,0,0,1,1,0,0,before,green
2961,10585,40-64,female,majority,20-29y,university,upper class,0.566625187,1,after 2015,1,0,10238,13000.0,sedan,1,0,0,0,1,2,2,after,green
2962,616068,16-25,male,majority,0-9y,none,poverty,0.399113611,1,before 2015,0,1,32765,8000.0,sedan,0,0,0,1,1,0,0,before,green
2963,859400,65+,female,majority,30y+,university,upper class,,1,before 2015,1,1,32765,6000.0,sedan,11,1,1,0,1,22,22,before,amber
2964,974638,65+,male,majority,0-9y,high school,upper class,0.678048255,1,after 2015,1,1,10238,10000.0,sedan,0,0,0,0,1,0,0,after,green
2965,354483,65+,female,majority,30y+,high school,upper class,0.649728681,1,before 2015,1,1,10238,9000.0,sedan,3,0,3,0,1,6,6,before,red
2966,585379,65+,female,majority,10-19y,high school,upper class,0.569463728,0,before 2015,1,1,32765,8000.0,sedan,3,0,0,1,1,6,6,before,green
2967,161766,40-64,female,majority,20-29y,none,working class,0.316776692,1,after 2015,0,1,92101,12000.0,sedan,3,1,2,0,1,6,6,after,amber
2968,860897,40-64,male,majority,20-29y,university,upper class,0.6267889,1,before 2015,1,1,10238,10000.0,sedan,5,0,3,0,1,10,10,before,red
2969,5195,40-64,female,majority,0-9y,university,upper class,0.56408247,1,after 2015,1,1,32765,6000.0,sports car,0,0,0,0,2,0,0,after,green
2970,480896,40-64,female,majority,10-19y,none,working class,,0,before 2015,0,1,10238,11000.0,sedan,0,0,1,0,1,0,0,before,amber
2971,672155,40-64,female,majority,20-29y,high school,middle class,0.537390857,0,before 2015,0,1,10238,10000.0,sedan,3,0,2,0,1,6,6,before,amber
2972,957372,26-39,male,majority,10-19y,high school,upper class,0.60670459,1,before 2015,0,1,92101,15000.0,sedan,1,0,0,1,1,2,2,before,green
2973,186080,65+,female,majority,20-29y,university,upper class,0.534527773,1,before 2015,1,1,10238,10000.0,sedan,0,1,3,0,1,0,0,before,red
2974,608703,65+,female,majority,20-29y,none,upper class,0.767632593,1,before 2015,1,1,10238,,sedan,1,0,0,0,1,2,2,before,green
2975,563413,26-39,male,majority,10-19y,none,working class,,1,before 2015,0,1,10238,8000.0,sedan,1,0,1,0,1,2,2,before,amber
2976,240130,16-25,male,majority,0-9y,high school,poverty,0.378018485,1,before 2015,0,1,10238,12000.0,sedan,0,0,0,1,1,0,0,before,green
2977,598271,26-39,female,majority,10-19y,university,middle class,0.578062558,1,before 2015,0,0,10238,,sedan,0,0,0,0,1,0,0,before,green
2978,215682,65+,female,minority,30y+,high school,middle class,0.64994012,1,before 2015,1,1,10238,13000.0,sedan,5,0,0,0,1,10,10,before,green
2979,331067,65+,female,majority,30y+,none,upper class,0.6867894,1,after 2015,1,1,10238,13000.0,sedan,2,1,2,0,1,4,4,after,amber
2980,140764,26-39,male,majority,10-19y,none,poverty,,0,before 2015,0,0,10238,12000.0,sedan,1,0,1,1,1,2,2,before,amber
2981,290615,26-39,male,minority,10-19y,high school,working class,0.363703347,0,before 2015,0,1,10238,12000.0,sedan,2,0,2,1,1,4,4,before,amber
2982,988795,26-39,male,majority,10-19y,university,middle class,0.433437333,1,before 2015,0,0,32765,13000.0,sports car,1,0,1,0,2,4,4,before,amber
2983,263950,26-39,male,majority,10-19y,high school,working class,0.509908207,1,after 2015,0,0,10238,12000.0,sedan,1,1,4,0,1,2,2,after,red
2984,936328,40-64,female,majority,20-29y,high school,upper class,0.646984329,1,before 2015,0,1,10238,14000.0,sedan,4,0,0,0,1,8,8,before,green
2985,488928,16-25,male,majority,0-9y,none,poverty,0.349164733,0,before 2015,0,1,10238,13000.0,sedan,0,0,0,1,1,0,0,before,green
2986,253805,40-64,female,majority,20-29y,high school,middle class,0.614593255,1,before 2015,0,1,10238,13000.0,sedan,1,0,1,0,1,2,2,before,amber
2987,346658,16-25,female,majority,0-9y,high school,middle class,0.499862681,1,before 2015,0,1,10238,14000.0,sedan,0,0,0,0,1,0,0,before,green
2988,212512,40-64,female,majority,0-9y,high school,upper class,0.640130007,1,before 2015,1,1,32765,8000.0,sedan,0,0,0,1,1,0,0,before,green
2989,266723,40-64,female,majority,20-29y,university,upper class,0.756849736,1,after 2015,0,1,10238,16000.0,sedan,0,1,2,0,1,0,0,after,amber
2990,94106,26-39,female,majority,0-9y,university,middle class,0.698997246,1,before 2015,1,1,10238,10000.0,sedan,0,0,0,0,1,0,0,before,green
2991,956081,26-39,female,minority,10-19y,high school,poverty,0.286804026,0,before 2015,0,0,10238,17000.0,sedan,0,0,2,1,1,0,0,before,amber
2992,945496,40-64,female,majority,20-29y,university,upper class,0.544825737,1,after 2015,0,1,32765,12000.0,sedan,3,1,1,0,1,6,6,after,amber
2993,114580,65+,male,majority,30y+,university,upper class,0.582010308,1,before 2015,1,1,92101,10000.0,sedan,3,2,1,0,1,6,6,before,amber
2994,35009,16-25,male,majority,0-9y,none,working class,0.324056949,0,before 2015,1,1,32765,9000.0,sedan,0,0,0,1,1,0,0,before,green
2995,409758,40-64,male,majority,0-9y,university,middle class,0.620032232,0,before 2015,1,1,10238,10000.0,sports car,0,0,0,0,2,0,0,before,green
2996,456703,40-64,female,majority,20-29y,none,poverty,0.507636107,0,before 2015,1,1,32765,7000.0,sedan,6,0,0,0,1,12,12,before,green
2997,264463,26-39,male,minority,10-19y,none,working class,0.316207514,0,before 2015,1,1,10238,10000.0,sedan,1,0,4,1,1,2,2,before,red
2998,580209,40-64,male,minority,10-19y,high school,upper class,0.724392507,1,after 2015,1,1,10238,7000.0,sedan,2,0,4,0,1,4,4,after,red
2999,326435,40-64,female,majority,20-29y,none,working class,0.549430999,0,before 2015,0,0,32765,8000.0,sedan,4,1,2,0,1,8,8,before,amber
3000,480276,65+,female,majority,20-29y,university,upper class,0.560429208,0,after 2015,1,1,32765,9000.0,sedan,0,1,0,0,1,0,0,after,green
3001,881811,16-25,female,majority,0-9y,high school,poverty,0.317644255,0,before 2015,0,0,10238,18000.0,sedan,0,0,0,1,1,0,0,before,green
3002,374794,26-39,male,majority,10-19y,none,working class,0.407362356,0,before 2015,0,1,10238,15000.0,sedan,2,0,1,1,1,4,4,before,amber
3003,354854,16-25,male,minority,0-9y,none,poverty,0.309790447,1,before 2015,0,0,32765,10000.0,sedan,0,0,0,1,1,0,0,before,green
3004,682240,40-64,female,majority,20-29y,high school,upper class,0.58916403,1,before 2015,0,1,10238,11000.0,sedan,0,0,3,0,1,0,0,before,red
3005,669186,40-64,male,majority,0-9y,university,upper class,0.59999251,1,before 2015,0,1,10238,10000.0,sedan,0,0,0,1,1,0,0,before,green
3006,798627,26-39,male,majority,10-19y,university,middle class,,1,before 2015,1,1,92101,10000.0,sedan,2,1,0,0,1,4,4,before,green
3007,285501,16-25,female,majority,0-9y,none,poverty,0.437922304,0,before 2015,0,0,32765,13000.0,sedan,0,0,0,1,1,0,0,before,green
3008,593292,16-25,female,majority,0-9y,none,poverty,0.340489068,0,before 2015,0,1,32765,10000.0,sedan,0,0,0,1,1,0,0,before,green
3009,649724,26-39,female,minority,10-19y,university,upper class,0.485633705,1,after 2015,0,0,32765,11000.0,sedan,1,0,1,0,1,2,2,after,amber
3010,53151,65+,male,majority,20-29y,high school,upper class,0.655186977,1,before 2015,1,1,32765,9000.0,sedan,3,0,1,0,1,6,6,before,amber
3011,742412,40-64,female,majority,20-29y,high school,middle class,0.445042764,1,before 2015,0,0,10238,14000.0,sedan,1,1,1,0,1,2,2,before,amber
3012,898555,16-25,female,majority,0-9y,high school,working class,,1,before 2015,1,0,10238,12000.0,sedan,0,0,0,0,1,0,0,before,green
3013,685826,16-25,male,majority,0-9y,high school,poverty,0.298038647,0,before 2015,0,0,10238,15000.0,sedan,0,0,0,1,1,0,0,before,green
3014,650607,26-39,female,majority,10-19y,high school,working class,0.291800611,1,before 2015,0,1,10238,11000.0,sedan,0,0,2,0,1,0,0,before,amber
3015,653656,40-64,female,minority,0-9y,high school,upper class,0.638730096,1,before 2015,1,1,32765,9000.0,sedan,0,0,0,0,1,0,0,before,green
3016,470627,26-39,male,majority,10-19y,none,working class,0.575609703,0,before 2015,0,1,10238,12000.0,sedan,3,1,4,1,1,6,6,before,red
3017,703985,16-25,female,majority,0-9y,none,poverty,0.357177275,0,before 2015,0,1,10238,12000.0,sedan,0,0,0,1,1,0,0,before,green
3018,110908,40-64,male,majority,10-19y,university,upper class,0.64129338,1,after 2015,1,1,10238,12000.0,sedan,2,0,0,0,1,4,4,after,green
3019,762382,26-39,male,majority,10-19y,university,middle class,0.662974125,1,after 2015,1,1,32765,8000.0,sports car,4,0,3,0,2,16,16,after,red
3020,932849,16-25,female,majority,0-9y,none,poverty,0.475261854,0,before 2015,0,1,10238,10000.0,sedan,0,0,0,1,1,0,0,before,green
3021,69295,40-64,male,majority,20-29y,university,middle class,0.437882169,1,before 2015,0,0,10238,11000.0,sedan,2,0,7,0,1,4,4,before,pirate
3022,568413,26-39,male,majority,10-19y,university,middle class,0.541229451,0,before 2015,0,0,10238,13000.0,sedan,3,0,0,1,1,6,6,before,green
3023,427575,16-25,male,majority,0-9y,university,middle class,0.608828957,1,after 2015,0,0,10238,14000.0,sedan,0,0,0,0,1,0,0,after,green
3024,624500,40-64,male,majority,0-9y,none,working class,0.476482855,1,before 2015,1,1,10238,8000.0,sedan,0,0,0,0,1,0,0,before,green
3025,939343,40-64,male,majority,20-29y,university,upper class,0.602091887,1,before 2015,0,1,10238,19000.0,sedan,1,0,2,1,1,2,2,before,amber
3026,857032,65+,female,minority,20-29y,high school,upper class,0.434959014,1,before 2015,1,1,10238,7000.0,sedan,6,0,3,0,1,12,12,before,red
3027,583790,26-39,female,majority,10-19y,none,working class,0.405377992,1,before 2015,0,0,32765,13000.0,sedan,2,0,1,1,1,4,4,before,amber
3028,66507,40-64,male,majority,20-29y,university,upper class,0.499729887,1,after 2015,0,1,10238,12000.0,sedan,0,0,2,0,1,0,0,after,amber
3029,660963,16-25,male,majority,0-9y,university,middle class,0.463721897,1,after 2015,0,0,10238,,sedan,0,0,0,1,1,0,0,after,green
3030,396892,16-25,male,majority,0-9y,none,poverty,0.275272,0,before 2015,0,1,10238,13000.0,sports car,0,0,0,1,2,0,0,before,green
3031,787390,40-64,male,majority,20-29y,high school,working class,0.462453461,1,before 2015,0,1,10238,12000.0,sedan,2,0,2,1,1,4,4,before,amber
3032,114334,40-64,male,majority,0-9y,none,upper class,0.643991088,1,after 2015,1,1,10238,11000.0,sedan,0,0,0,0,1,0,0,after,green
3033,533851,40-64,male,majority,20-29y,high school,middle class,0.559277836,0,after 2015,0,1,32765,9000.0,sedan,5,1,1,0,1,10,10,after,amber
3034,962897,26-39,male,majority,10-19y,high school,poverty,0.204313396,1,before 2015,1,1,10238,10000.0,sedan,3,0,0,0,1,6,6,before,green
3035,14622,26-39,male,majority,10-19y,university,middle class,0.490739512,1,before 2015,1,1,32765,11000.0,sedan,2,1,0,1,1,4,4,before,green
3036,433224,26-39,male,majority,0-9y,high school,middle class,0.458912036,1,after 2015,0,0,92101,16000.0,sedan,0,0,0,0,1,0,0,after,green
3037,729287,16-25,female,minority,0-9y,high school,poverty,0.116263801,1,before 2015,0,1,10238,13000.0,sedan,0,0,0,0,1,0,0,before,green
3038,36679,40-64,male,majority,20-29y,university,upper class,0.638866998,1,after 2015,0,0,10238,16000.0,sedan,3,1,2,0,1,6,6,after,amber
3039,558275,26-39,female,majority,10-19y,none,poverty,0.343789945,1,before 2015,0,1,10238,10000.0,sedan,0,0,0,0,1,0,0,before,green
3040,724723,16-25,female,majority,0-9y,none,poverty,,0,before 2015,0,0,10238,,sedan,0,0,0,1,1,0,0,before,green
3041,738651,26-39,male,majority,10-19y,university,middle class,0.395607482,1,after 2015,0,0,10238,15000.0,sedan,0,0,1,0,1,0,0,after,amber
3042,200265,65+,male,majority,30y+,university,upper class,0.530041382,1,before 2015,1,1,10238,9000.0,sedan,7,2,8,0,1,14,14,before,pirate
3043,904742,40-64,male,majority,10-19y,high school,middle class,0.438870922,1,before 2015,1,1,10238,,sedan,2,0,2,0,1,4,4,before,amber
3044,585226,26-39,male,majority,10-19y,high school,middle class,0.459695213,0,before 2015,0,0,10238,17000.0,sedan,0,0,0,0,1,0,0,before,green
3045,172866,16-25,female,majority,0-9y,none,working class,0.513734863,0,before 2015,0,0,10238,11000.0,sedan,0,0,0,1,1,0,0,before,green
3046,636846,26-39,male,majority,0-9y,none,working class,0.717091477,0,before 2015,0,1,10238,14000.0,sedan,0,0,0,1,1,0,0,before,green
3047,277818,40-64,male,majority,10-19y,university,upper class,0.449429484,1,before 2015,0,1,10238,,sedan,3,1,2,1,1,6,6,before,amber
3048,516380,40-64,male,majority,20-29y,university,middle class,0.417944703,1,before 2015,0,0,10238,14000.0,sedan,5,1,4,0,1,10,10,before,red
3049,916128,40-64,male,majority,20-29y,university,upper class,0.480853147,1,after 2015,1,1,92101,10000.0,sedan,3,1,2,0,1,6,6,after,amber
3050,833465,16-25,male,majority,0-9y,university,middle class,0.446131556,1,before 2015,0,0,10238,14000.0,sedan,0,0,0,1,1,0,0,before,green
3051,967513,65+,male,majority,20-29y,high school,upper class,0.739507993,1,after 2015,1,1,10238,11000.0,sedan,1,0,5,0,1,2,2,after,pirate
3052,4747,40-64,female,majority,20-29y,none,middle class,0.653431203,1,before 2015,0,1,10238,10000.0,sedan,0,0,0,0,1,0,0,before,green
3053,113033,16-25,male,majority,0-9y,high school,working class,0.466327897,1,before 2015,0,0,10238,13000.0,sedan,0,0,0,1,1,0,0,before,green
3054,169421,16-25,female,majority,0-9y,university,middle class,0.5647174,1,after 2015,0,1,10238,14000.0,sedan,0,0,0,0,1,0,0,after,green
3055,461175,40-64,male,majority,20-29y,high school,middle class,0.584600868,1,after 2015,0,1,10238,,sedan,3,2,1,0,1,6,6,after,amber
3056,768887,40-64,male,majority,10-19y,university,upper class,0.539014054,0,after 2015,1,1,10238,11000.0,sedan,2,0,4,0,1,4,4,after,red
3057,869635,40-64,male,majority,20-29y,none,working class,0.405036048,1,before 2015,0,1,10238,11000.0,sedan,2,0,2,0,1,4,4,before,amber
3058,889608,26-39,male,majority,10-19y,high school,working class,0.453471335,0,before 2015,0,1,10238,11000.0,sedan,1,0,3,1,1,2,2,before,red
3059,645837,40-64,male,majority,20-29y,university,upper class,0.562775708,1,before 2015,1,1,10238,14000.0,sports car,3,1,0,0,2,12,12,before,green
3060,529269,16-25,female,majority,0-9y,high school,working class,0.443994516,1,before 2015,1,0,10238,12000.0,sedan,0,0,0,1,1,0,0,before,green
3061,660589,65+,male,majority,30y+,high school,upper class,0.709514798,1,before 2015,0,1,32765,10000.0,sedan,11,1,1,0,1,22,22,before,amber
3062,366205,16-25,male,majority,0-9y,high school,working class,0.216036434,1,before 2015,0,0,10238,15000.0,sedan,0,0,0,0,1,0,0,before,green
3063,147573,16-25,male,majority,0-9y,high school,poverty,0.34127995,1,before 2015,0,0,10238,14000.0,sedan,0,0,0,1,1,0,0,before,green
3064,980859,16-25,male,majority,0-9y,none,poverty,0.453046762,1,after 2015,1,0,10238,12000.0,sedan,0,0,0,0,1,0,0,after,green
3065,719606,26-39,male,majority,10-19y,university,upper class,0.489206592,1,before 2015,1,1,10238,9000.0,sports car,2,1,0,0,2,8,8,before,green
3066,493290,65+,female,majority,30y+,high school,working class,0.652691301,0,before 2015,1,1,10238,11000.0,sedan,0,0,3,0,1,0,0,before,red
3067,946287,65+,female,majority,30y+,high school,upper class,0.477294149,1,after 2015,1,1,32765,6000.0,sedan,5,0,1,0,1,10,10,after,amber
3068,888398,40-64,female,majority,20-29y,university,upper class,,1,before 2015,0,0,10238,13000.0,sedan,2,0,3,0,1,4,4,before,red
3069,967160,16-25,male,majority,0-9y,high school,working class,0.330844584,1,after 2015,0,0,32765,13000.0,sedan,0,0,0,0,1,0,0,after,green
3070,381397,40-64,female,majority,10-19y,high school,upper class,0.487797626,1,after 2015,0,0,32765,12000.0,sports car,3,0,0,0,2,12,12,after,green
3071,41476,65+,female,majority,10-19y,high school,middle class,,1,before 2015,0,1,92101,14000.0,sedan,1,1,0,0,1,2,2,before,green
3072,71738,65+,female,majority,30y+,university,upper class,0.609602084,1,before 2015,0,1,10238,12000.0,sedan,2,1,3,0,1,4,4,before,red
3073,629213,26-39,female,majority,10-19y,university,upper class,0.533701055,1,before 2015,0,1,32765,,sedan,2,0,1,1,1,4,4,before,amber
3074,287667,26-39,female,majority,0-9y,university,upper class,0.705240562,1,before 2015,1,1,10238,10000.0,sedan,0,0,0,0,1,0,0,before,green
3075,930890,26-39,male,majority,10-19y,none,working class,,1,before 2015,0,1,10238,11000.0,sedan,2,0,1,0,1,4,4,before,amber
3076,364501,26-39,male,majority,0-9y,high school,middle class,0.694746962,1,before 2015,0,1,10238,13000.0,sedan,0,0,0,1,1,0,0,before,green
3077,14977,26-39,male,majority,10-19y,high school,middle class,0.536656678,1,after 2015,0,0,32765,13000.0,sedan,1,0,1,0,1,2,2,after,amber
3078,40972,65+,female,majority,30y+,university,upper class,0.43333212,1,after 2015,0,1,10238,11000.0,sedan,3,0,2,0,1,6,6,after,amber
3079,149264,16-25,female,majority,0-9y,high school,working class,0.533921094,1,after 2015,0,1,32765,15000.0,sedan,0,0,0,1,1,0,0,after,green
3080,352772,26-39,female,majority,10-19y,none,middle class,0.633121878,0,before 2015,0,0,10238,15000.0,sedan,1,0,0,1,1,2,2,before,green
3081,606131,16-25,female,majority,0-9y,high school,poverty,0.314504066,1,after 2015,0,0,10238,16000.0,sedan,0,0,0,1,1,0,0,after,green
3082,901806,16-25,female,minority,0-9y,high school,poverty,0.252501482,1,before 2015,0,1,10238,9000.0,sedan,0,0,0,1,1,0,0,before,green
3083,25407,16-25,male,majority,0-9y,none,poverty,0.2992844,0,before 2015,0,1,32765,13000.0,sedan,0,0,0,1,1,0,0,before,green
3084,923149,65+,female,majority,0-9y,university,upper class,0.757624002,1,before 2015,1,1,10238,14000.0,sedan,0,0,0,0,1,0,0,before,green
3085,309220,26-39,male,minority,10-19y,none,poverty,0.403247138,0,before 2015,0,0,10238,,sedan,2,0,2,0,1,4,4,before,amber
3086,702797,40-64,female,majority,20-29y,high school,middle class,,0,before 2015,1,1,32765,5000.0,sedan,3,0,3,0,1,6,6,before,red
3087,471696,40-64,male,majority,10-19y,university,middle class,0.380356029,0,before 2015,1,1,10238,8000.0,sedan,2,0,2,1,1,4,4,before,amber
3088,97081,26-39,male,minority,10-19y,none,poverty,0.357381014,1,before 2015,0,0,10238,14000.0,sedan,0,1,1,1,1,0,0,before,amber
3089,698126,40-64,male,majority,20-29y,university,upper class,0.701769803,1,after 2015,1,1,10238,11000.0,sedan,3,0,3,0,1,6,6,after,red
3090,740753,40-64,male,majority,0-9y,university,upper class,0.542789283,1,after 2015,1,1,32765,12000.0,sedan,0,0,0,0,1,0,0,after,green
3091,899267,65+,female,majority,30y+,high school,upper class,0.543446646,1,before 2015,1,1,10238,,sedan,4,1,2,0,1,8,8,before,amber
3092,39690,40-64,female,minority,0-9y,high school,upper class,0.579288083,1,before 2015,1,1,10238,13000.0,sedan,0,0,0,0,1,0,0,before,green
3093,273754,16-25,male,minority,0-9y,high school,working class,0.4319343,1,before 2015,1,0,10238,13000.0,sedan,0,0,0,1,1,0,0,before,green
3094,544613,16-25,male,majority,0-9y,high school,poverty,0.481438765,0,before 2015,0,0,32765,13000.0,sedan,0,0,0,1,1,0,0,before,green
3095,596471,40-64,male,majority,0-9y,university,upper class,0.697094549,1,after 2015,1,1,10238,10000.0,sedan,0,0,0,0,1,0,0,after,green
3096,58313,26-39,male,minority,10-19y,high school,working class,0.499699257,1,before 2015,0,0,10238,16000.0,sedan,2,0,0,0,1,4,4,before,green
3097,399343,16-25,female,majority,0-9y,high school,poverty,0.315906685,0,before 2015,0,0,32765,12000.0,sedan,0,0,0,1,1,0,0,before,green
3098,247693,16-25,female,majority,0-9y,high school,poverty,0.487319748,1,before 2015,0,1,10238,16000.0,sedan,0,0,0,1,1,0,0,before,green
3099,871443,40-64,female,majority,20-29y,university,upper class,,1,before 2015,1,1,10238,13000.0,sedan,1,0,1,0,1,2,2,before,amber
3100,835632,26-39,male,majority,10-19y,university,middle class,,0,before 2015,1,0,32765,12000.0,sedan,1,1,0,1,1,2,2,before,green
3101,841651,65+,female,majority,30y+,university,upper class,0.575853188,1,after 2015,0,1,21217,13000.0,sedan,5,0,1,1,1,10,10,after,amber
3102,819823,26-39,female,majority,10-19y,none,working class,0.478908724,1,before 2015,1,1,10238,11000.0,sedan,0,1,0,0,1,0,0,before,green
3103,565255,16-25,male,majority,0-9y,university,working class,0.481422949,1,before 2015,0,1,10238,13000.0,sedan,0,0,0,0,1,0,0,before,green
3104,622256,16-25,female,majority,0-9y,high school,upper class,0.591478692,1,before 2015,1,1,10238,13000.0,sedan,0,0,0,0,1,0,0,before,green
3105,170305,26-39,female,majority,10-19y,university,upper class,0.683642513,0,after 2015,0,1,10238,8000.0,sedan,0,1,1,0,1,0,0,after,amber
3106,294405,40-64,male,majority,20-29y,none,poverty,0.281261373,0,before 2015,0,0,32765,14000.0,sedan,3,1,1,0,1,6,6,before,amber
3107,601392,65+,female,majority,20-29y,high school,upper class,0.517300602,1,after 2015,1,1,32765,8000.0,sedan,3,1,1,0,1,6,6,after,amber
3108,563041,40-64,female,majority,0-9y,university,upper class,0.83782483,1,after 2015,0,1,32765,,sedan,0,0,0,0,1,0,0,after,green
3109,372710,40-64,male,majority,20-29y,high school,middle class,0.621637139,1,before 2015,0,1,10238,16000.0,sedan,2,0,2,0,1,4,4,before,amber
3110,891189,16-25,female,majority,0-9y,high school,poverty,0.358633274,1,before 2015,0,0,10238,15000.0,sedan,0,0,0,0,1,0,0,before,green
3111,523455,26-39,female,majority,10-19y,high school,middle class,0.438322037,0,before 2015,0,0,10238,17000.0,sedan,2,0,0,0,1,4,4,before,green
