,ID,AGE,GENDER,RACE,DRIVING_EXPERIENCE,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,ANNUAL_MILEAGE,VEHICLE_TYPE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,OUTCOME,RISK_RATING,NEW_RISK,SUPER_RISK
675,3643,16-25,male,majority,0-9y,high school,poverty,0.327760276,0,before 2015,0,0,10238,16000.0,sedan,0,0,0,1,1,0,0
676,732109,26-39,male,majority,10-19y,none,poverty,0.371348645,0,before 2015,0,1,10238,13000.0,sedan,2,0,0,1,1,4,4
677,99083,16-25,male,minority,0-9y,none,poverty,0.42481138,0,before 2015,0,1,32765,,sedan,0,0,0,1,1,0,0
678,906608,65+,female,majority,0-9y,university,upper class,0.547492038,1,after 2015,0,1,32765,9000.0,sedan,0,0,0,0,1,0,0
679,393826,40-64,male,minority,20-29y,university,middle class,0.441194214,1,after 2015,1,1,10238,12000.0,sedan,2,0,1,0,1,4,4
680,189740,26-39,female,majority,10-19y,high school,middle class,0.581721102,0,before 2015,1,0,32765,13000.0,sedan,2,0,0,0,1,4,4
681,532841,26-39,male,majority,10-19y,university,middle class,0.533807397,1,before 2015,0,0,32765,14000.0,sedan,1,0,2,1,1,2,2
682,853929,65+,male,majority,0-9y,high school,upper class,0.551412827,1,after 2015,1,1,10238,9000.0,sedan,0,0,0,0,1,0,0
683,43773,65+,male,minority,30y+,university,upper class,0.352051802,1,after 2015,0,1,10238,11000.0,sedan,1,0,3,0,1,2,2
684,908373,26-39,female,majority,10-19y,university,middle class,,0,after 2015,0,1,32765,13000.0,sedan,1,1,0,0,1,2,2
685,748793,40-64,male,majority,0-9y,university,upper class,0.518568032,0,after 2015,0,1,10238,10000.0,sedan,0,0,0,1,1,0,0
686,664908,65+,male,majority,20-29y,high school,upper class,0.778734327,1,before 2015,1,1,10238,9000.0,sedan,4,0,4,0,1,8,8
687,119593,16-25,female,minority,0-9y,none,poverty,0.384761277,0,before 2015,0,0,10238,16000.0,sports car,0,0,0,0,2,0,0
688,966113,16-25,female,majority,0-9y,none,poverty,0.513163,0,before 2015,1,0,10238,13000.0,sedan,0,0,0,1,1,0,0
689,89090,26-39,male,majority,10-19y,high school,upper class,0.682690579,0,after 2015,0,0,10238,15000.0,sedan,0,0,2,0,1,0,0
690,931351,65+,female,majority,30y+,university,upper class,0.695295414,0,after 2015,1,1,92101,11000.0,sedan,1,0,1,0,1,2,2
691,538716,26-39,male,majority,10-19y,high school,working class,0.337636946,1,before 2015,0,0,10238,15000.0,sedan,1,1,1,0,1,2,2
692,812013,16-25,female,majority,0-9y,university,middle class,0.554332483,1,after 2015,0,0,32765,13000.0,sedan,0,0,0,1,1,0,0
693,901354,40-64,male,majority,20-29y,university,upper class,0.714343349,1,after 2015,0,1,10238,,sedan,2,0,3,0,1,4,4
694,736366,65+,female,majority,30y+,university,upper class,0.566676917,1,before 2015,1,1,10238,9000.0,sedan,5,1,1,0,1,10,10
695,915178,40-64,male,majority,20-29y,high school,upper class,,1,before 2015,1,1,10238,,sedan,3,1,5,0,1,6,6
696,496206,40-64,male,majority,20-29y,university,upper class,0.67922417,1,after 2015,0,1,10238,11000.0,sedan,2,1,6,0,1,4,4
697,263890,40-64,female,majority,20-29y,high school,upper class,0.673574621,1,after 2015,1,1,10238,10000.0,sedan,1,0,2,0,1,2,2
698,373953,65+,male,majority,0-9y,university,upper class,0.485719609,1,before 2015,1,1,10238,11000.0,sedan,0,0,0,0,1,0,0
699,412526,26-39,male,majority,0-9y,university,upper class,0.618285353,1,after 2015,1,0,92101,14000.0,sedan,0,0,0,1,1,0,0
700,868060,65+,female,majority,30y+,high school,middle class,0.627258262,0,before 2015,0,0,10238,14000.0,sedan,2,0,3,0,1,4,4
701,748392,40-64,female,majority,20-29y,high school,upper class,,1,before 2015,1,1,10238,13000.0,sedan,0,1,1,0,1,0,0
702,629030,26-39,female,majority,0-9y,university,middle class,0.485147673,1,before 2015,0,1,10238,12000.0,sports car,0,0,0,1,2,0,0
703,902206,40-64,male,majority,20-29y,university,middle class,0.34395336,0,before 2015,1,1,10238,10000.0,sedan,1,0,6,0,1,2,2
704,586895,65+,male,majority,20-29y,high school,middle class,0.421345653,0,after 2015,0,1,10238,11000.0,sedan,2,0,2,0,1,4,4
705,611126,16-25,male,majority,0-9y,high school,poverty,0.429872544,1,before 2015,0,1,32765,,sedan,0,0,0,1,1,0,0
706,432813,16-25,female,majority,0-9y,high school,working class,0.462557436,1,before 2015,1,1,10238,13000.0,sedan,0,0,0,0,1,0,0
707,412666,65+,female,majority,20-29y,high school,upper class,0.598646442,1,after 2015,1,1,10238,9000.0,sedan,6,0,6,0,1,12,12
708,41838,26-39,male,majority,0-9y,high school,upper class,,1,before 2015,1,0,10238,12000.0,sedan,0,0,0,1,1,0,0
709,158333,65+,female,majority,30y+,high school,upper class,0.58179752,1,after 2015,1,1,10238,,sedan,2,0,5,0,1,4,4
710,857882,65+,female,majority,30y+,university,upper class,0.50542563,1,before 2015,1,1,10238,9000.0,sedan,4,1,0,0,1,8,8
711,169712,40-64,female,majority,0-9y,high school,upper class,0.572394662,1,before 2015,1,0,10238,11000.0,sedan,0,0,0,0,1,0,0
712,805808,26-39,female,majority,10-19y,university,middle class,0.415385199,1,before 2015,1,1,10238,12000.0,sedan,0,0,1,0,1,0,0
713,870736,40-64,male,majority,10-19y,university,upper class,,1,before 2015,1,1,10238,13000.0,sedan,2,0,0,0,1,4,4
714,382504,65+,female,majority,10-19y,high school,upper class,0.52775111,1,after 2015,1,1,32765,13000.0,sedan,0,0,0,0,1,0,0
715,800261,26-39,female,majority,10-19y,high school,working class,0.324394938,1,before 2015,0,1,10238,13000.0,sedan,0,0,0,0,1,0,0
716,457638,40-64,female,majority,0-9y,high school,upper class,0.662837998,1,before 2015,0,0,10238,14000.0,sedan,0,0,0,1,1,0,0
717,463739,26-39,male,majority,10-19y,university,middle class,0.591306517,1,before 2015,1,0,10238,,sedan,1,0,1,0,1,2,2
718,854896,40-64,male,majority,20-29y,high school,upper class,0.566352368,1,after 2015,1,1,10238,,sedan,2,1,1,0,1,4,4
719,594430,40-64,female,majority,10-19y,university,upper class,0.769727852,1,after 2015,1,1,10238,11000.0,sedan,2,0,0,0,1,4,4
720,793952,26-39,female,majority,10-19y,university,middle class,0.64640709,1,before 2015,0,1,32765,9000.0,sedan,4,0,1,1,1,8,8
721,20645,40-64,female,majority,20-29y,university,upper class,0.655351248,1,after 2015,1,1,92101,10000.0,sedan,1,0,0,0,1,2,2
722,934316,26-39,male,majority,10-19y,high school,working class,,1,before 2015,1,1,32765,,sedan,1,0,1,0,1,2,2
723,708649,26-39,female,majority,10-19y,none,working class,0.469214287,1,before 2015,0,1,10238,14000.0,sedan,1,0,1,0,1,2,2
724,830889,26-39,female,majority,10-19y,high school,upper class,0.694769413,1,before 2015,1,1,10238,12000.0,sedan,1,0,0,0,1,2,2
725,724739,40-64,male,majority,0-9y,university,upper class,0.67753908,1,after 2015,1,1,32765,11000.0,sports car,0,0,0,0,2,0,0
726,33697,26-39,male,majority,10-19y,none,poverty,0.453097215,0,before 2015,0,0,92101,18000.0,sedan,3,0,1,1,1,6,6
727,846107,65+,male,majority,30y+,university,upper class,0.46573005,1,before 2015,1,0,10238,,sedan,1,0,2,0,1,2,2
728,285038,26-39,female,majority,0-9y,university,middle class,0.470368358,1,after 2015,0,0,10238,,sedan,0,0,0,0,1,0,0
729,435205,65+,female,majority,30y+,university,upper class,0.722181845,1,after 2015,1,1,10238,11000.0,sedan,2,0,1,0,1,4,4
730,548242,16-25,male,majority,0-9y,high school,working class,,1,before 2015,0,1,32765,10000.0,sedan,0,0,0,1,1,0,0
731,496098,65+,female,majority,0-9y,high school,upper class,0.654469477,1,after 2015,1,1,10238,11000.0,sedan,0,0,0,0,1,0,0
732,20669,16-25,female,majority,0-9y,high school,poverty,0.395011586,0,before 2015,0,1,10238,14000.0,sedan,0,0,0,1,1,0,0
733,527774,16-25,female,majority,0-9y,high school,working class,0.518393864,1,after 2015,0,0,10238,16000.0,sedan,0,0,0,0,1,0,0
734,404128,65+,male,majority,30y+,university,upper class,0.66092604,1,before 2015,1,1,32765,10000.0,sedan,15,1,4,0,1,30,30
735,439480,40-64,male,majority,20-29y,high school,middle class,0.553271059,1,before 2015,0,0,10238,12000.0,sedan,1,3,1,0,1,2,2
736,694711,26-39,male,majority,10-19y,university,upper class,0.436689379,0,before 2015,0,0,32765,,sedan,3,0,3,1,1,6,6
737,621010,16-25,male,majority,0-9y,high school,poverty,0.362791321,0,before 2015,0,0,10238,14000.0,sedan,0,0,0,1,1,0,0
738,225261,26-39,female,majority,10-19y,university,upper class,,1,after 2015,0,1,10238,13000.0,sedan,0,0,0,0,1,0,0
739,353690,65+,female,majority,30y+,high school,upper class,0.784918224,0,before 2015,0,0,10238,18000.0,sedan,0,0,2,0,1,0,0
740,112838,16-25,male,majority,0-9y,none,poverty,0.401166053,1,before 2015,0,0,10238,11000.0,sedan,0,0,0,0,1,0,0
741,190804,26-39,female,majority,0-9y,high school,working class,0.333902827,0,before 2015,0,1,10238,10000.0,sedan,0,0,0,1,1,0,0
742,663470,26-39,female,majority,10-19y,none,poverty,0.257854494,0,before 2015,0,0,32765,15000.0,sedan,0,0,0,1,1,0,0
743,629803,16-25,female,majority,0-9y,high school,poverty,0.29712566,0,before 2015,0,0,10238,14000.0,sedan,0,0,0,1,1,0,0
744,84243,26-39,male,majority,0-9y,high school,middle class,0.440200855,0,before 2015,0,0,10238,16000.0,sedan,0,0,0,1,1,0,0
745,899894,26-39,male,majority,10-19y,high school,poverty,0.245307714,0,before 2015,0,0,10238,16000.0,sedan,0,0,0,1,1,0,0
746,904040,65+,female,majority,30y+,university,upper class,,1,after 2015,1,1,10238,10000.0,sedan,4,0,11,0,1,8,8
747,758470,40-64,male,majority,20-29y,university,upper class,0.710630297,1,after 2015,1,1,10238,11000.0,sedan,5,1,3,0,1,10,10
748,85051,65+,male,majority,30y+,university,upper class,0.556842956,1,before 2015,1,1,32765,,sedan,5,1,0,0,1,10,10
749,517351,40-64,female,majority,0-9y,none,middle class,0.532138928,0,before 2015,0,1,10238,10000.0,sedan,0,0,0,0,1,0,0
750,836974,40-64,female,majority,10-19y,high school,upper class,,1,after 2015,1,1,10238,13000.0,sedan,1,0,1,0,1,2,2
751,812159,65+,male,majority,30y+,high school,upper class,0.552302807,0,after 2015,1,1,10238,13000.0,sedan,1,0,2,0,1,2,2
752,313107,40-64,female,majority,0-9y,high school,middle class,0.623086225,1,after 2015,0,1,10238,16000.0,sedan,0,0,0,0,1,0,0
753,919113,40-64,female,majority,10-19y,none,middle class,,1,before 2015,1,0,10238,14000.0,sedan,1,0,0,0,1,2,2
754,981198,65+,female,majority,10-19y,university,upper class,0.681523027,1,before 2015,1,1,10238,9000.0,sedan,1,0,0,0,1,2,2
755,144973,65+,female,majority,0-9y,high school,upper class,0.492926317,1,after 2015,1,1,10238,11000.0,sedan,0,0,0,0,1,0,0
756,394591,40-64,male,majority,0-9y,high school,middle class,,1,before 2015,0,1,10238,14000.0,sedan,0,0,0,1,1,0,0
757,674108,40-64,male,majority,20-29y,university,upper class,0.758858964,1,before 2015,1,1,10238,11000.0,sedan,4,0,3,0,1,8,8
758,198963,26-39,male,majority,0-9y,none,poverty,,0,before 2015,0,0,32765,10000.0,sedan,0,0,0,1,1,0,0
759,107843,26-39,female,majority,0-9y,high school,middle class,0.459493568,1,before 2015,1,1,10238,11000.0,sedan,0,0,0,0,1,0,0
760,118824,26-39,male,majority,0-9y,high school,poverty,0.327475866,0,before 2015,0,1,10238,13000.0,sedan,0,0,0,1,1,0,0
761,309430,40-64,male,majority,20-29y,university,upper class,0.473020747,1,after 2015,0,1,10238,13000.0,sedan,3,0,3,0,1,6,6
762,211543,16-25,male,majority,0-9y,high school,poverty,0.406895091,0,before 2015,0,0,10238,17000.0,sedan,0,0,0,1,1,0,0
763,994291,40-64,male,minority,0-9y,university,upper class,0.534055398,1,before 2015,0,1,10238,10000.0,sports car,0,0,0,1,2,0,0
764,997014,16-25,male,majority,0-9y,high school,working class,0.47235548,0,after 2015,0,1,32765,12000.0,sedan,0,0,0,1,1,0,0
765,517032,26-39,male,majority,10-19y,high school,poverty,0.475770084,0,before 2015,1,1,10238,11000.0,sedan,2,0,1,0,1,4,4
766,597978,26-39,male,majority,10-19y,university,upper class,0.464975479,1,after 2015,0,1,10238,15000.0,sedan,1,1,2,0,1,2,2
767,611928,26-39,female,majority,10-19y,high school,middle class,,1,after 2015,1,1,10238,11000.0,sedan,0,0,0,0,1,0,0
768,65962,26-39,male,majority,0-9y,high school,working class,,1,before 2015,0,1,32765,14000.0,sedan,0,0,0,1,1,0,0
769,45019,26-39,female,majority,0-9y,university,middle class,0.671451932,0,before 2015,0,1,92101,14000.0,sedan,0,0,0,0,1,0,0
770,60363,40-64,female,majority,10-19y,none,upper class,0.524190617,1,before 2015,0,1,32765,,sedan,0,0,0,0,1,0,0
771,462574,16-25,male,majority,0-9y,none,poverty,0.317197195,0,before 2015,0,1,10238,16000.0,sedan,0,0,0,1,1,0,0
772,962015,26-39,female,majority,0-9y,high school,working class,0.543155085,0,before 2015,0,0,32765,13000.0,sedan,0,0,0,1,1,0,0
773,253678,26-39,female,minority,10-19y,university,working class,0.286089605,0,before 2015,1,1,10238,7000.0,sedan,1,0,1,0,1,2,2
774,692697,26-39,female,majority,10-19y,high school,poverty,0.425523648,1,before 2015,1,1,10238,9000.0,sedan,1,0,0,0,1,2,2
775,929521,40-64,male,majority,10-19y,none,middle class,0.586561224,1,before 2015,0,0,10238,14000.0,sedan,2,0,3,0,1,4,4
776,964716,26-39,female,minority,0-9y,none,poverty,0.445171125,0,before 2015,1,1,32765,8000.0,sedan,0,0,0,1,1,0,0
777,563264,16-25,male,majority,0-9y,none,poverty,0.300864244,1,before 2015,0,0,32765,17000.0,sedan,0,0,0,1,1,0,0
778,129280,65+,female,majority,30y+,university,upper class,0.67223938,1,after 2015,1,1,10238,11000.0,sedan,0,0,1,0,1,0,0
779,415020,16-25,female,majority,0-9y,high school,working class,0.492009785,1,before 2015,0,0,32765,13000.0,sedan,0,0,0,0,1,0,0
780,429468,26-39,male,majority,10-19y,university,middle class,0.298561555,1,after 2015,0,1,10238,13000.0,sedan,1,0,0,0,1,2,2
781,679338,26-39,male,majority,10-19y,none,middle class,0.490229021,1,after 2015,0,1,32765,8000.0,sedan,6,0,1,0,1,12,12
782,451103,40-64,male,majority,20-29y,high school,working class,0.486119394,0,after 2015,1,1,10238,10000.0,sedan,3,1,3,0,1,6,6
783,932826,65+,female,majority,10-19y,high school,upper class,0.683112093,1,after 2015,1,1,10238,11000.0,sedan,0,0,0,0,1,0,0
784,765652,65+,female,majority,30y+,none,upper class,0.561269427,1,before 2015,0,1,10238,15000.0,sports car,3,0,4,0,2,12,12
785,186,26-39,male,majority,0-9y,high school,working class,0.470393945,0,before 2015,1,1,32765,8000.0,sedan,0,0,0,0,1,0,0
786,804470,26-39,female,majority,10-19y,university,poverty,,1,before 2015,0,0,32765,16000.0,sedan,0,2,1,0,1,0,0
787,528992,16-25,male,majority,0-9y,high school,middle class,,0,before 2015,0,0,10238,,sedan,0,0,0,1,1,0,0
788,62930,40-64,male,majority,10-19y,university,upper class,0.564719467,0,before 2015,1,0,10238,9000.0,sports car,2,1,0,0,2,8,8
789,197936,65+,male,majority,20-29y,university,upper class,0.662354908,1,after 2015,1,1,32765,11000.0,sedan,4,0,2,0,1,8,8
790,236019,65+,female,majority,30y+,university,upper class,0.682265262,1,before 2015,0,1,10238,11000.0,sedan,3,0,6,0,1,6,6
791,184376,40-64,female,majority,20-29y,high school,upper class,0.481555247,1,before 2015,0,1,32765,13000.0,sedan,4,0,1,0,1,8,8
792,186552,65+,male,majority,20-29y,high school,middle class,0.49511015,1,before 2015,1,1,10238,10000.0,sedan,5,0,2,0,1,10,10
793,519425,65+,female,majority,30y+,university,upper class,0.630680695,1,after 2015,1,1,10238,12000.0,sedan,0,0,2,0,1,0,0
794,108122,16-25,male,minority,0-9y,high school,poverty,0.252209136,0,after 2015,0,0,32765,16000.0,sedan,0,0,0,1,1,0,0
795,936450,40-64,female,minority,20-29y,university,upper class,0.617009112,1,after 2015,1,1,10238,7000.0,sedan,0,0,1,0,1,0,0
796,529009,16-25,male,majority,0-9y,high school,middle class,0.488642533,1,before 2015,1,1,10238,12000.0,sedan,0,0,0,1,1,0,0
797,833844,65+,male,majority,30y+,none,middle class,0.605040355,1,before 2015,1,1,10238,11000.0,sedan,4,1,5,0,1,8,8
798,91848,40-64,female,minority,20-29y,university,upper class,0.671710087,1,before 2015,1,1,32765,10000.0,sedan,5,1,1,0,1,10,10
799,960784,40-64,female,majority,20-29y,high school,upper class,0.610043219,1,before 2015,1,1,32765,9000.0,sedan,3,1,0,0,1,6,6
800,342618,40-64,male,majority,0-9y,high school,middle class,0.490817307,0,after 2015,1,1,10238,10000.0,sedan,0,0,0,0,1,0,0
801,453418,40-64,male,minority,10-19y,university,upper class,0.689855748,1,after 2015,1,1,32765,9000.0,sedan,1,0,1,0,1,2,2
802,861194,26-39,female,majority,10-19y,high school,middle class,,1,before 2015,0,1,10238,12000.0,sports car,2,0,1,0,2,8,8
803,172677,40-64,male,minority,10-19y,high school,upper class,0.680579036,1,before 2015,0,1,10238,10000.0,sedan,1,1,3,0,1,2,2
804,350213,16-25,female,minority,0-9y,high school,working class,0.376212853,1,after 2015,0,0,32765,15000.0,sedan,0,0,0,0,1,0,0
805,427060,65+,female,majority,30y+,university,upper class,0.607466089,1,after 2015,1,1,10238,11000.0,sedan,0,1,1,0,1,0,0
806,833902,16-25,female,majority,0-9y,university,poverty,0.333379036,1,before 2015,0,0,10238,,sedan,0,0,0,0,1,0,0
807,202943,16-25,male,majority,0-9y,high school,poverty,0.325889455,1,before 2015,0,0,10238,12000.0,sedan,0,0,0,1,1,0,0
808,551323,26-39,male,majority,0-9y,university,upper class,0.642891151,1,after 2015,1,0,10238,15000.0,sedan,0,0,0,0,1,0,0
809,38580,16-25,male,majority,0-9y,high school,working class,0.324985822,1,before 2015,0,0,32765,15000.0,sedan,0,0,0,1,1,0,0
810,193387,16-25,female,majority,0-9y,university,upper class,0.611487599,1,after 2015,0,1,32765,9000.0,sedan,0,0,0,1,1,0,0
811,26228,40-64,male,majority,20-29y,university,upper class,0.674187367,1,before 2015,1,1,92101,7000.0,sedan,1,0,1,0,1,2,2
812,287790,26-39,female,minority,10-19y,high school,middle class,0.623860036,1,before 2015,1,1,32765,,sedan,3,0,1,0,1,6,6
813,135509,26-39,female,majority,10-19y,high school,middle class,0.659786111,1,after 2015,0,1,10238,13000.0,sedan,1,0,0,0,1,2,2
814,818522,65+,female,majority,20-29y,university,upper class,0.497230072,1,after 2015,1,1,10238,15000.0,sedan,3,0,2,0,1,6,6
815,968115,65+,male,majority,30y+,university,upper class,,1,after 2015,1,1,10238,12000.0,sedan,5,0,8,0,1,10,10
816,372874,26-39,female,majority,10-19y,high school,working class,0.492907885,0,before 2015,0,0,10238,17000.0,sedan,0,0,0,0,1,0,0
817,540632,26-39,male,majority,10-19y,high school,working class,0.577514774,1,before 2015,0,0,10238,16000.0,sedan,2,1,0,0,1,4,4
818,45157,26-39,male,minority,0-9y,none,poverty,0.292372047,0,before 2015,1,1,10238,11000.0,sedan,0,0,0,1,1,0,0
819,70979,16-25,male,majority,0-9y,university,middle class,0.396553199,0,before 2015,1,0,32765,7000.0,sedan,0,0,0,1,1,0,0
820,668552,26-39,male,majority,10-19y,none,working class,0.385119208,0,before 2015,0,0,10238,17000.0,sedan,0,0,1,1,1,0,0
821,324785,26-39,female,majority,0-9y,none,poverty,0.36889837,0,before 2015,0,0,10238,,sedan,0,0,0,1,1,0,0
822,621262,65+,female,majority,20-29y,university,upper class,0.49741039,1,after 2015,0,1,10238,12000.0,sedan,1,0,1,0,1,2,2
823,976455,16-25,female,majority,0-9y,university,middle class,0.512278428,0,before 2015,1,1,10238,12000.0,sedan,0,0,0,0,1,0,0
824,816614,26-39,male,majority,10-19y,university,upper class,0.537100854,1,before 2015,0,0,32765,9000.0,sedan,3,1,1,0,1,6,6
825,558961,26-39,female,majority,10-19y,high school,middle class,0.426459085,1,after 2015,1,1,10238,10000.0,sedan,1,1,2,0,1,2,2
826,840221,26-39,female,majority,10-19y,university,middle class,0.577005226,1,before 2015,0,1,10238,9000.0,sedan,2,0,1,0,1,4,4
827,659990,26-39,male,majority,10-19y,university,middle class,0.672041403,1,before 2015,0,0,10238,14000.0,sedan,1,0,4,0,1,2,2
828,518694,40-64,male,majority,10-19y,high school,upper class,0.639195029,1,after 2015,0,1,32765,10000.0,sedan,6,1,1,0,1,12,12
829,305388,40-64,male,majority,0-9y,university,upper class,0.525337435,1,after 2015,1,1,10238,12000.0,sedan,0,0,0,0,1,0,0
830,965555,26-39,female,majority,10-19y,high school,middle class,0.530572457,1,before 2015,1,1,32765,8000.0,sedan,1,0,0,0,1,2,2
831,589113,65+,male,minority,30y+,none,middle class,0.44291129,1,before 2015,1,1,10238,13000.0,sedan,6,0,4,0,1,12,12
832,992359,16-25,male,majority,0-9y,none,poverty,0.403095961,0,before 2015,0,1,10238,15000.0,sedan,0,0,0,0,1,0,0
833,956388,65+,female,majority,0-9y,university,upper class,0.582524194,1,after 2015,1,1,10238,11000.0,sedan,0,0,0,0,1,0,0
834,752140,26-39,male,minority,10-19y,university,upper class,0.53680928,1,before 2015,0,0,32765,10000.0,sedan,4,1,2,1,1,8,8
835,213655,26-39,male,majority,0-9y,none,poverty,0.416992056,0,before 2015,0,0,10238,,sedan,0,0,0,1,1,0,0
836,148832,26-39,female,minority,10-19y,none,poverty,0.342387747,0,before 2015,0,1,32765,16000.0,sedan,1,0,0,1,1,2,2
837,789148,40-64,female,majority,20-29y,university,upper class,0.608886216,1,after 2015,1,1,10238,13000.0,sedan,1,0,4,0,1,2,2
838,849512,26-39,male,majority,10-19y,university,upper class,0.617835772,1,after 2015,1,1,10238,13000.0,sports car,2,0,1,0,2,8,8
839,9905,40-64,female,majority,20-29y,high school,middle class,0.51784963,1,before 2015,0,1,10238,12000.0,sedan,0,0,0,0,1,0,0
840,989673,65+,male,majority,30y+,university,upper class,0.359285543,1,after 2015,1,1,10238,12000.0,sedan,3,2,6,0,1,6,6
841,34367,16-25,female,majority,0-9y,none,poverty,0.357766196,0,before 2015,0,0,10238,12000.0,sedan,0,0,0,1,1,0,0
842,894225,16-25,female,majority,0-9y,none,poverty,0.521351038,0,before 2015,0,0,21217,17000.0,sedan,0,0,0,1,1,0,0
843,415401,26-39,female,majority,10-19y,high school,poverty,0.432539924,1,before 2015,0,0,10238,14000.0,sedan,0,0,1,0,1,0,0
844,650065,65+,male,majority,30y+,university,upper class,,1,before 2015,1,1,10238,8000.0,sedan,4,0,5,0,1,8,8
845,746070,26-39,female,majority,10-19y,high school,upper class,0.606053051,1,before 2015,0,1,32765,10000.0,sedan,1,1,0,0,1,2,2
846,588914,16-25,male,majority,0-9y,none,poverty,0.462436123,0,before 2015,1,0,32765,9000.0,sedan,0,0,0,1,1,0,0
847,231584,40-64,male,majority,20-29y,university,upper class,0.566346537,1,after 2015,1,1,10238,,sedan,1,0,5,0,1,2,2
848,963221,26-39,male,minority,10-19y,university,middle class,0.62473363,1,before 2015,1,1,10238,12000.0,sedan,2,0,1,0,1,4,4
849,162234,26-39,male,majority,10-19y,high school,poverty,0.387568325,1,before 2015,0,0,10238,18000.0,sedan,0,1,1,0,1,0,0
850,278500,40-64,male,majority,20-29y,university,upper class,0.582040354,1,after 2015,0,1,10238,14000.0,sedan,2,0,4,0,1,4,4
851,379046,26-39,female,majority,10-19y,university,upper class,,1,after 2015,1,1,10238,11000.0,sedan,4,0,0,0,1,8,8
852,869386,26-39,male,majority,10-19y,university,poverty,0.285042279,0,before 2015,0,0,10238,11000.0,sedan,0,0,1,0,1,0,0
853,903626,26-39,female,majority,0-9y,high school,poverty,0.536910116,1,before 2015,0,0,10238,,sedan,0,0,0,1,1,0,0
854,163162,65+,male,majority,20-29y,university,upper class,0.633785354,1,after 2015,1,1,10238,13000.0,sedan,1,0,1,0,1,2,2
855,202791,16-25,male,majority,0-9y,university,working class,0.478777049,0,after 2015,0,0,32765,15000.0,sedan,0,0,0,1,1,0,0
856,970398,40-64,female,majority,20-29y,university,middle class,0.594325706,1,before 2015,1,0,10238,10000.0,sports car,3,1,1,0,2,12,12
857,428267,40-64,male,majority,20-29y,university,upper class,0.660794938,1,after 2015,1,1,32765,10000.0,sedan,7,0,1,0,1,14,14
858,894548,40-64,female,majority,0-9y,high school,working class,0.43419937,0,before 2015,1,1,32765,10000.0,sedan,0,0,0,1,1,0,0
859,822297,40-64,male,majority,20-29y,university,upper class,0.571018341,1,before 2015,0,1,10238,14000.0,sedan,3,1,7,0,1,6,6
860,776868,40-64,male,majority,20-29y,university,upper class,0.740883661,1,after 2015,1,1,10238,8000.0,sedan,1,0,5,0,1,2,2
861,247573,26-39,female,majority,10-19y,university,upper class,0.616289339,1,before 2015,1,1,92101,12000.0,sedan,0,0,1,0,1,0,0
862,224883,16-25,male,minority,0-9y,high school,working class,,0,before 2015,0,0,10238,15000.0,sedan,0,0,0,1,1,0,0
863,625221,40-64,female,minority,0-9y,high school,upper class,0.631218363,1,before 2015,1,1,10238,10000.0,sedan,0,0,0,0,1,0,0
864,686371,40-64,male,majority,20-29y,none,poverty,,0,before 2015,0,1,32765,14000.0,sedan,8,0,2,0,1,16,16
865,158028,16-25,female,majority,0-9y,high school,working class,0.429582513,1,before 2015,1,1,10238,10000.0,sedan,0,0,0,0,1,0,0
866,10217,65+,male,majority,30y+,high school,upper class,0.524487079,1,after 2015,1,1,10238,13000.0,sedan,2,0,4,0,1,4,4
867,498650,65+,male,minority,10-19y,high school,upper class,0.512768038,1,before 2015,0,0,10238,18000.0,sedan,0,0,0,0,1,0,0
868,897708,26-39,male,majority,10-19y,high school,working class,0.389233759,0,before 2015,0,0,10238,16000.0,sedan,2,0,0,1,1,4,4
869,966269,65+,male,majority,0-9y,university,upper class,,1,after 2015,1,0,10238,11000.0,sedan,0,0,0,1,1,0,0
870,361846,40-64,female,majority,20-29y,university,upper class,0.692320282,1,before 2015,1,1,32765,5000.0,sedan,6,0,4,0,1,12,12
871,768767,40-64,female,majority,0-9y,university,upper class,0.722601641,0,before 2015,1,1,32765,,sedan,0,0,0,1,1,0,0
872,918841,65+,male,majority,10-19y,high school,upper class,0.576479525,1,after 2015,1,1,32765,,sedan,3,1,0,0,1,6,6
873,534966,26-39,female,majority,0-9y,university,upper class,,1,before 2015,1,1,10238,10000.0,sedan,0,0,0,1,1,0,0
874,714908,40-64,female,majority,20-29y,high school,middle class,0.621442958,1,before 2015,0,1,10238,13000.0,sedan,1,0,1,0,1,2,2
875,938070,40-64,female,majority,10-19y,high school,middle class,0.626058225,1,before 2015,0,0,10238,16000.0,sedan,1,1,0,0,1,2,2
876,474190,65+,male,majority,30y+,university,upper class,0.632491735,1,before 2015,0,1,32765,13000.0,sedan,10,0,2,0,1,20,20
877,944620,16-25,female,majority,0-9y,high school,poverty,0.421001985,0,before 2015,1,0,10238,13000.0,sedan,0,0,0,1,1,0,0
878,356287,16-25,female,majority,0-9y,high school,poverty,,0,before 2015,0,0,10238,14000.0,sedan,0,0,0,0,1,0,0
879,190345,65+,female,majority,30y+,high school,upper class,0.496581479,0,after 2015,1,1,10238,,sedan,3,0,0,0,1,6,6
880,66528,26-39,male,minority,10-19y,none,poverty,0.190250205,0,before 2015,0,1,10238,11000.0,sedan,0,0,1,1,1,0,0
